ticket_serial,match_id,seat_number,price,status,stadium_serial,home_team,away_team,stadium_id,match_date,name,city,capacity
T5187,4,Section-2-Row-7-Seat-2,200,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5188,4,Section-3-Row-9-Seat-19,150,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5189,4,Section-5-Row-1-Seat-15,300,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5190,4,Section-3-Row-7-Seat-2,300,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5191,4,Section-1-Row-3-Seat-3,250,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5192,4,Section-5-Row-7-Seat-16,300,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5193,4,Section-3-Row-1-Seat-10,150,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5194,4,Section-2-Row-4-Seat-6,200,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5195,4,Section-3-Row-8-Seat-19,200,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5196,4,Section-1-Row-1-Seat-10,300,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5197,4,Section-1-Row-2-Seat-3,250,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5198,4,Section-4-Row-2-Seat-11,150,sold,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5199,4,Section-1-Row-2-Seat-10,200,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5200,4,Section-3-Row-5-Seat-6,300,available,S1001,Germany,Morocco,1,2034-06-19 00:00,King Fahd Stadium,Riyadh,75000
T5201,5,Section-4-Row-9-Seat-9,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5202,5,Section-1-Row-3-Seat-15,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5203,5,Section-2-Row-1-Seat-4,300,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5204,5,Section-2-Row-5-Seat-1,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5205,5,Section-1-Row-10-Seat-9,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5206,5,Section-3-Row-2-Seat-1,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5207,5,Section-4-Row-6-Seat-17,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5208,5,Section-4-Row-4-Seat-1,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5209,5,Section-1-Row-10-Seat-8,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5210,5,Section-1-Row-7-Seat-3,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5211,5,Section-2-Row-6-Seat-14,300,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5212,5,Section-3-Row-7-Seat-18,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5213,5,Section-5-Row-2-Seat-6,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5214,5,Section-1-Row-10-Seat-19,150,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5215,5,Section-3-Row-3-Seat-18,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5216,5,Section-2-Row-4-Seat-1,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5217,5,Section-4-Row-7-Seat-15,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5218,5,Section-1-Row-7-Seat-12,200,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5219,5,Section-4-Row-8-Seat-15,300,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5220,5,Section-5-Row-5-Seat-8,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5221,5,Section-3-Row-2-Seat-7,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5222,5,Section-5-Row-4-Seat-19,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5223,5,Section-3-Row-10-Seat-16,250,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5224,5,Section-5-Row-8-Seat-20,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5225,5,Section-5-Row-9-Seat-12,150,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5226,5,Section-5-Row-8-Seat-6,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5227,5,Section-4-Row-8-Seat-17,250,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5228,5,Section-4-Row-10-Seat-1,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5229,5,Section-3-Row-2-Seat-2,250,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5230,5,Section-4-Row-4-Seat-17,250,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5231,5,Section-3-Row-8-Seat-1,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5232,5,Section-3-Row-1-Seat-9,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5233,5,Section-2-Row-8-Seat-5,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5234,5,Section-2-Row-6-Seat-12,200,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5235,5,Section-5-Row-3-Seat-7,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5236,5,Section-3-Row-10-Seat-10,200,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5237,5,Section-5-Row-3-Seat-1,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5238,5,Section-1-Row-10-Seat-14,300,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5239,5,Section-3-Row-9-Seat-10,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5240,5,Section-1-Row-10-Seat-18,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5241,5,Section-1-Row-5-Seat-15,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5242,5,Section-2-Row-5-Seat-16,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5243,5,Section-1-Row-10-Seat-18,150,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5244,5,Section-2-Row-6-Seat-11,150,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5245,5,Section-1-Row-10-Seat-18,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5246,5,Section-3-Row-8-Seat-18,200,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5247,5,Section-3-Row-9-Seat-12,250,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5248,5,Section-2-Row-8-Seat-18,300,available,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5249,5,Section-5-Row-9-Seat-3,300,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5250,5,Section-1-Row-8-Seat-1,150,sold,S1003,Spain,Argentina,3,2034-06-20 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5251,6,Section-2-Row-8-Seat-16,250,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5252,6,Section-1-Row-5-Seat-3,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5253,6,Section-1-Row-6-Seat-14,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5254,6,Section-5-Row-9-Seat-9,250,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5255,6,Section-3-Row-2-Seat-8,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5256,6,Section-3-Row-3-Seat-3,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5257,6,Section-1-Row-8-Seat-1,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5258,6,Section-2-Row-8-Seat-8,250,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5259,6,Section-4-Row-3-Seat-10,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5260,6,Section-1-Row-3-Seat-17,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5261,6,Section-2-Row-6-Seat-17,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5262,6,Section-5-Row-6-Seat-4,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5263,6,Section-5-Row-5-Seat-16,250,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5264,6,Section-5-Row-5-Seat-9,150,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5265,6,Section-5-Row-4-Seat-7,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5266,6,Section-5-Row-2-Seat-3,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5267,6,Section-4-Row-2-Seat-5,150,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5268,6,Section-2-Row-4-Seat-5,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5269,6,Section-1-Row-7-Seat-18,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5270,6,Section-5-Row-9-Seat-16,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5271,6,Section-3-Row-7-Seat-3,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5272,6,Section-3-Row-10-Seat-5,150,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5273,6,Section-4-Row-3-Seat-3,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5274,6,Section-3-Row-2-Seat-12,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5275,6,Section-1-Row-10-Seat-17,250,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5276,6,Section-5-Row-6-Seat-10,250,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5277,6,Section-2-Row-9-Seat-5,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5278,6,Section-2-Row-1-Seat-17,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5279,6,Section-1-Row-8-Seat-5,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5280,6,Section-3-Row-1-Seat-6,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5281,6,Section-4-Row-5-Seat-13,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5282,6,Section-1-Row-3-Seat-11,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5283,6,Section-2-Row-3-Seat-7,250,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5284,6,Section-3-Row-7-Seat-9,250,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5285,6,Section-4-Row-8-Seat-16,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5286,6,Section-3-Row-7-Seat-3,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5287,6,Section-3-Row-4-Seat-15,150,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5288,6,Section-3-Row-6-Seat-11,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5289,6,Section-3-Row-9-Seat-3,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5290,6,Section-4-Row-6-Seat-18,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5291,6,Section-5-Row-9-Seat-6,250,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5292,6,Section-2-Row-10-Seat-18,250,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5293,6,Section-3-Row-3-Seat-13,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5294,6,Section-3-Row-3-Seat-10,300,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5295,6,Section-4-Row-5-Seat-5,200,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5296,6,Section-5-Row-10-Seat-13,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5297,6,Section-1-Row-9-Seat-4,200,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5298,6,Section-1-Row-8-Seat-7,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5299,6,Section-1-Row-2-Seat-16,300,sold,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5300,6,Section-2-Row-1-Seat-13,150,available,S1002,Germany,England,2,2034-07-05 00:00,King Abdullah Sports City,Jeddah,62345
T5301,7,Section-4-Row-6-Seat-4,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5302,7,Section-2-Row-4-Seat-9,200,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5303,7,Section-1-Row-5-Seat-2,300,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5304,7,Section-1-Row-3-Seat-18,250,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5305,7,Section-5-Row-9-Seat-16,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5306,7,Section-4-Row-2-Seat-4,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5307,7,Section-1-Row-7-Seat-12,250,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5308,7,Section-4-Row-7-Seat-20,300,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5309,7,Section-4-Row-1-Seat-6,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5310,7,Section-2-Row-5-Seat-3,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5311,7,Section-4-Row-4-Seat-15,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5312,7,Section-4-Row-4-Seat-5,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5313,7,Section-1-Row-10-Seat-13,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5314,7,Section-4-Row-5-Seat-11,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5315,7,Section-1-Row-4-Seat-4,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5316,7,Section-4-Row-9-Seat-1,250,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5317,7,Section-3-Row-9-Seat-3,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5318,7,Section-4-Row-5-Seat-1,300,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5319,7,Section-3-Row-7-Seat-5,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5320,7,Section-1-Row-8-Seat-20,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5321,7,Section-1-Row-4-Seat-18,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5322,7,Section-3-Row-9-Seat-18,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5323,7,Section-1-Row-2-Seat-8,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5324,7,Section-5-Row-2-Seat-16,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5325,7,Section-5-Row-5-Seat-9,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5326,7,Section-5-Row-4-Seat-3,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5327,7,Section-3-Row-4-Seat-12,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5328,7,Section-5-Row-9-Seat-15,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5329,7,Section-3-Row-10-Seat-10,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5330,7,Section-4-Row-1-Seat-18,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5331,7,Section-5-Row-3-Seat-3,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5332,7,Section-5-Row-4-Seat-20,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5333,7,Section-3-Row-1-Seat-9,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5334,7,Section-4-Row-8-Seat-10,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5335,7,Section-3-Row-4-Seat-7,300,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5336,7,Section-3-Row-10-Seat-3,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5337,7,Section-2-Row-9-Seat-12,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5338,7,Section-2-Row-5-Seat-7,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5339,7,Section-3-Row-3-Seat-7,200,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5340,7,Section-3-Row-10-Seat-14,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5341,7,Section-1-Row-10-Seat-13,200,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5342,7,Section-1-Row-2-Seat-20,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5343,7,Section-4-Row-7-Seat-18,200,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5344,7,Section-3-Row-8-Seat-1,300,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5345,7,Section-5-Row-6-Seat-6,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5346,7,Section-3-Row-3-Seat-4,250,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5347,7,Section-5-Row-6-Seat-9,150,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5348,7,Section-3-Row-6-Seat-15,300,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5349,7,Section-3-Row-9-Seat-3,250,available,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5350,7,Section-5-Row-8-Seat-5,150,sold,S1003,Japan,Spain,3,2034-06-24 00:00,Prince Mohammed bin Fahd Stadium,Dammam,35000
T5351,8,Section-3-Row-9-Seat-13,300,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5352,8,Section-5-Row-4-Seat-13,300,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5353,8,Section-2-Row-5-Seat-11,150,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5354,8,Section-2-Row-6-Seat-12,200,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5355,8,Section-4-Row-3-Seat-9,150,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5356,8,Section-5-Row-1-Seat-11,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5357,8,Section-1-Row-8-Seat-5,150,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5358,8,Section-2-Row-5-Seat-4,250,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5359,8,Section-1-Row-2-Seat-17,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5360,8,Section-4-Row-4-Seat-2,200,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5361,8,Section-1-Row-6-Seat-2,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5362,8,Section-4-Row-3-Seat-10,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5363,8,Section-3-Row-7-Seat-10,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5364,8,Section-1-Row-10-Seat-4,300,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5365,8,Section-4-Row-9-Seat-1,300,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5366,8,Section-2-Row-5-Seat-18,150,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5367,8,Section-3-Row-10-Seat-4,300,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5368,8,Section-3-Row-2-Seat-1,250,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5369,8,Section-4-Row-1-Seat-6,150,sold,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5370,8,Section-1-Row-2-Seat-6,200,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
T5371,8,Section-1-Row-9-Seat-4,300,available,S1002,Spain,Germany,2,2034-06-28 00:00,King Abdullah Sports City,Jeddah,62345
